id,nombre,precio,descripción,largo(cm),alto(cm),ancho(cm),peso(kg),fecha_de_caducidad,duracion_sin_refrigerar,tipo_de_conserva,tienda
383,hamburguesa de verduras,9105,hamburguesa,,,,3.79,2021-07-14,,,25
359,hamburguesa de vacuno,9503,hamburguesa,,,,3.31,2021-10-09,,,76
206,lenguado,8200,pescado congelado,,,,2.33,2021-05-19,,,97
92,garbanzos en conserva,11554,verdura en conserva,,,,,2022-04-17,,caja,15
141,mix de frutas en conserva,6583,fruta en conserva,,,,,2021-08-26,,caja,19
58,hamburguesa de vacuno,5337,hamburguesa,,,,3.84,2022-01-06,,,24
290,hallulla,8722,pan,,,,,2021-05-20,12,,6
326,esparragos frasco,14352,verdura en conserva,,,,,2021-08-16,,lata,49
67,limon,13531,verduras,,,,,2022-03-25,11,,88
415,pantalla lineas,8289,pantalla de luz,45,8,35,0.47,,,,37
352,mix de frutas en conserva,14348,fruta en conserva,,,,,2021-09-26,,frasco,19
230,pantalla para colgar,5925,pantalla de luz,8,41,12,0.9,,,,25
273,hallulla,12150,pan,,,,,2021-08-15,23,,45
307,marraqueta,10434,pan,,,,,2022-01-11,20,,77
196,reineta,13212,pescado congelado,,,,4.8,2022-04-04,,,85
306,hamburguesa de verduras,7976,hamburguesa,,,,1.64,2022-01-29,,,23
85,salmon,9211,pescado congelado,,,,4.93,2021-11-09,,,26
282,salmon,11494,pescado congelado,,,,4.67,2021-06-10,,,33
343,choclo en conserva,12429,verdura en conserva,,,,,2021-06-09,,lata,43
325,cerdo congelado,8676,carne congelada,,,,1.62,2021-05-16,,,38
253,platano,14191,frutas,,,,,2021-05-29,12,,19
104,chaqueta,9435,ropa,17,38,46,0.37,,,,77
358,platano,10315,frutas,,,,,2021-08-30,21,,65
130,hamburguesa de verduras,11010,hamburguesa,,,,1.02,2021-07-28,,,98
39,merlusa,10053,pescado congelado,,,,4.86,2021-10-05,,,92
169,hallulla,12245,pan,,,,,2021-05-17,5,,76
55,mouse,6334,producto tecnologico,11,13,39,0.64,,,,67
173,porotos congelados,14661,verduras congeladas,,,,2.52,2021-06-29,,,39
4,hallulla,13556,pan,,,,,2021-12-01,14,,20
406,pantalla para colgar,5421,pantalla de luz,9,41,24,0.99,,,,38
76,manzana,9326,frutas,,,,,2021-06-19,22,,6
251,vacuno,13598,carne,,,,,2021-12-21,12,,32
406,pantalla para colgar,5421,pantalla de luz,9,41,24,0.99,,,,85
4,hallulla,13556,pan,,,,,2021-12-01,14,,67
329,hallulla,12550,pan,,,,,2022-01-24,5,,37
44,lenguado,12660,pescado congelado,,,,3.44,2021-05-20,,,3
318,pavo,6208,carne,,,,,2021-10-10,10,,80
198,mouse,12730,producto tecnologico,33,29,6,0.62,,,,81
95,esparragos frasco,9882,verdura en conserva,,,,,2021-09-09,,lata,44
201,arvejas en conserva,11500,verdura en conserva,,,,,2021-06-28,,lata,91
343,choclo en conserva,12429,verdura en conserva,,,,,2021-06-09,,lata,101
266,poleron,11997,ropa,36,44,9,0.84,,,,91
269,televisor,11826,producto tecnologico,14,30,14,0.88,,,,67
286,manzana,13091,frutas,,,,,2021-08-17,9,,98
222,vestido,10689,ropa,19,49,16,0.17,,,,57
313,platano,12727,frutas,,,,,2021-11-23,18,,18
372,mouse,9082,producto tecnologico,20,10,12,0.85,,,,79
123,choclo congelado,14418,verduras congeladas,,,,2.32,2021-09-01,,,30
270,hamburguesa de verduras,12794,hamburguesa,,,,2.99,2021-05-18,,,45
231,jeans,13914,ropa,35,15,10,0.92,,,,18
371,marraqueta,11380,pan,,,,,2022-04-05,21,,20
214,cerdo,6063,carne,,,,,2022-03-24,15,,61
231,jeans,13914,ropa,35,15,10,0.92,,,,48
417,pollo,10015,carne,,,,,2022-01-06,11,,92
148,palta,9424,verduras,,,,,2021-06-22,17,,92
336,esparragos frasco,7752,verdura en conserva,,,,,2022-05-04,,caja,30
412,marraqueta,14464,pan,,,,,2021-11-17,24,,2
110,pantalla papel,9914,pantalla de luz,38,48,20,0.25,,,,32
261,palta,13207,verduras,,,,,2021-08-17,11,,92
86,televisor,13862,producto tecnologico,13,10,16,0.68,,,,77
271,televisor,9188,producto tecnologico,47,23,16,0.25,,,,17
369,tomate,13568,verduras,,,,,2022-02-12,12,,73
147,arvejas en conserva,10396,verdura en conserva,,,,,2021-10-15,,lata,34
331,lenguado,6376,pescado congelado,,,,1.21,2021-08-01,,,92
247,poleron,12512,ropa,35,28,12,0.85,,,,99
290,hallulla,8722,pan,,,,,2021-05-20,12,,81
204,durazno,7673,frutas,,,,,2021-08-15,18,,50
345,hamburguesa de verduras,12480,hamburguesa,,,,2.74,2021-11-22,,,9
324,poleron,6437,ropa,39,24,44,0.93,,,,93
225,pantalla papel,8193,pantalla de luz,44,14,20,0.71,,,,45
373,pantalla papel,5674,pantalla de luz,11,41,31,0.87,,,,35
160,merlusa,10910,pescado congelado,,,,3.21,2021-08-08,,,45
271,televisor,9188,producto tecnologico,47,23,16,0.25,,,,95
262,lenguado,14080,pescado congelado,,,,1.7,2021-07-30,,,35
223,reineta,8439,pescado congelado,,,,3.19,2021-08-14,,,65
349, frutillas en conserva,7657,fruta en conserva,,,,,2021-11-27,,lata,63
99,arvejas congeladas,12265,verduras congeladas,,,,1.51,2021-05-29,,,75
109,brocoli,7370,verduras,,,,,2021-12-21,21,,32
181,hamburguesa de verduras,5304,hamburguesa,,,,2.48,2021-06-26,,,98
389,manzana,7436,frutas,,,,,2022-02-13,16,,93
371,marraqueta,11380,pan,,,,,2022-04-05,21,,97
413,durazno en conserva,12428,fruta en conserva,,,,,2021-09-15,,frasco,53
76,manzana,9326,frutas,,,,,2021-06-19,22,,30
290,hallulla,8722,pan,,,,,2021-05-20,12,,45
6,marraqueta,7830,pan,,,,,2021-08-21,22,,23
386,carne molida,7866,carne congelada,,,,2.83,2021-09-14,,,45
6,marraqueta,7830,pan,,,,,2021-08-21,22,,20
333,pantalla lineas,6062,pantalla de luz,16,23,37,0.17,,,,51
180,hallulla,7278,pan,,,,,2021-09-20,8,,78
12,mix de frutas en conserva,9432,fruta en conserva,,,,,2021-10-07,,caja,19
277,limon,7442,verduras,,,,,2021-05-15,19,,8
13,esparragos frasco,14537,verdura en conserva,,,,,2021-07-12,,caja,53
161,cerdo,13134,carne,,,,,2021-07-27,19,,42
175,hallulla,11970,pan,,,,,2021-07-02,23,,96
272,salmon,6760,pescado congelado,,,,3.85,2021-08-13,,,66
170,mix de verduras congeladas,7212,verduras congeladas,,,,4.06,2021-06-20,,,39
217,pollo,13965,carne,,,,,2021-09-16,24,,48
197,pantalla papel,10497,pantalla de luz,46,35,27,0.63,,,,86
165,camiseta,10613,ropa,35,31,31,0.29,,,,30
378,televisor,10657,producto tecnologico,26,45,5,0.13,,,,93
123,choclo congelado,14418,verduras congeladas,,,,2.32,2021-09-01,,,49
257,pantalon,12445,ropa,39,15,50,0.46,,,,26
345,hamburguesa de verduras,12480,hamburguesa,,,,2.74,2021-11-22,,,15
106,pantalla papel,8041,pantalla de luz,25,14,45,0.8,,,,9
111,lechuga,8330,verduras,,,,,2021-09-04,13,,75
405,pavo,7717,carne,,,,,2022-04-06,9,,53
181,hamburguesa de verduras,5304,hamburguesa,,,,2.48,2021-06-26,,,46
275,pantalla lisa,13875,pantalla de luz,34,42,25,0.77,,,,17
4,hallulla,13556,pan,,,,,2021-12-01,14,,27
368,limon,12932,verduras,,,,,2021-11-29,6,,9
69,teclado,11714,producto tecnologico,11,30,31,0.89,,,,19
87,teclado,12613,producto tecnologico,9,15,25,0.33,,,,47
159,esparragos frasco,13153,verdura en conserva,,,,,2021-06-11,,frasco,46
76,manzana,9326,frutas,,,,,2021-06-19,22,,72
217,pollo,13965,carne,,,,,2021-09-16,24,,58
22,televisor,5912,producto tecnologico,43,22,30,0.41,,,,72
23,arvejas congeladas,12666,verduras congeladas,,,,2.44,2021-12-04,,,21
131,cerdo congelado,8452,carne congelada,,,,2.73,2022-02-07,,,90
259,vestido,8209,ropa,43,34,39,0.76,,,,24
388,hamburguesa de vacuno,8376,hamburguesa,,,,1.73,2021-10-11,,,57
102,televisor,5303,producto tecnologico,33,12,50,0.17,,,,42
147,arvejas en conserva,10396,verdura en conserva,,,,,2021-10-15,,lata,21
401,arvejas congeladas,14782,verduras congeladas,,,,2.48,2022-01-09,,,56
79,teclado,5555,producto tecnologico,26,10,17,0.35,,,,38
108,pantalla papel,14454,pantalla de luz,18,12,5,0.76,,,,43
254,kiwi,7974,frutas,,,,,2021-12-29,17,,29
273,hallulla,12150,pan,,,,,2021-08-15,23,,18
167,hamburguesa de vacuno,9224,hamburguesa,,,,2.74,2021-09-26,,,89
214,cerdo,6063,carne,,,,,2022-03-24,15,,39
217,pollo,13965,carne,,,,,2021-09-16,24,,80
383,hamburguesa de verduras,9105,hamburguesa,,,,3.79,2021-07-14,,,37
50,pollo congelado,12523,carne congelada,,,,2.0,2021-07-07,,,56
310,manzana,11868,frutas,,,,,2022-04-25,5,,39
216,pera,14400,frutas,,,,,2022-02-24,14,,71
92,garbanzos en conserva,11554,verdura en conserva,,,,,2022-04-17,,caja,8
281,vestido,6522,ropa,42,7,26,0.17,,,,63
394,limon,5808,verduras,,,,,2021-09-15,11,,4
176,salmon,6261,pescado congelado,,,,2.72,2021-12-09,,,74
344,pantalla para colgar,11629,pantalla de luz,9,18,47,0.23,,,,42
125,teclado,6734,producto tecnologico,12,42,48,0.82,,,,15
88,mouse,12978,producto tecnologico,24,18,26,0.44,,,,25
149,pan de molde,13136,pan,,,,,2021-09-30,24,,10
260,limon,10707,verduras,,,,,2022-04-19,19,,96
17,camiseta,14514,ropa,44,16,11,0.25,,,,80
195,reineta,8674,pescado congelado,,,,2.9,2022-01-15,,,17
372,mouse,9082,producto tecnologico,20,10,12,0.85,,,,46
363,jeans,7348,ropa,38,34,31,0.25,,,,79
228, frutillas en conserva,13599,fruta en conserva,,,,,2022-04-12,,lata,55
340,pantalla para colgar,5107,pantalla de luz,48,27,39,0.29,,,,63
351,vacuno congelado,11224,carne congelada,,,,4.69,2022-01-08,,,6
187,carne molida,12944,carne congelada,,,,2.4,2021-06-16,,,64
155,vestido,12164,ropa,12,20,41,0.7,,,,42
172,polera,11996,ropa,44,10,39,0.7,,,,10
362,pavo congelado,12446,carne congelada,,,,4.92,2022-01-03,,,17
222,vestido,10689,ropa,19,49,16,0.17,,,,92
205,lechuga,5224,verduras,,,,,2021-07-19,11,,51
29,limon,13395,verduras,,,,,2021-08-02,9,,77
86,televisor,13862,producto tecnologico,13,10,16,0.68,,,,100
398,pantalla papel,14579,pantalla de luz,19,20,25,0.19,,,,42
145,hamburguesa de verduras,8137,hamburguesa,,,,2.86,2022-02-04,,,27
42,cerdo,6686,carne,,,,,2022-01-09,19,,2
320,pantalla lineas,8495,pantalla de luz,34,42,48,0.41,,,,4
286,manzana,13091,frutas,,,,,2021-08-17,9,,5
359,hamburguesa de vacuno,9503,hamburguesa,,,,3.31,2021-10-09,,,3
325,cerdo congelado,8676,carne congelada,,,,1.62,2021-05-16,,,7
143,vacuno,13742,carne,,,,,2022-03-08,8,,67
276,pantalla para colgar,6897,pantalla de luz,41,15,10,0.12,,,,2
331,lenguado,6376,pescado congelado,,,,1.21,2021-08-01,,,67
236,mouse,11941,producto tecnologico,42,8,38,0.94,,,,14
78,hamburguesa de quinoa,7460,hamburguesa,,,,3.82,2021-05-17,,,91
374,pantalla papel,13760,pantalla de luz,5,32,38,0.98,,,,57
322,mix de verduras congeladas,11198,verduras congeladas,,,,1.12,2021-09-18,,,39
23,arvejas congeladas,12666,verduras congeladas,,,,2.44,2021-12-04,,,66
256,porotos congelados,14619,verduras congeladas,,,,1.09,2021-08-23,,,48
339,telefono,5181,producto tecnologico,21,23,26,0.3,,,,5
221,salmon,7372,pescado congelado,,,,1.76,2022-03-26,,,16
212,hamburguesa de quinoa,12482,hamburguesa,,,,1.52,2021-11-11,,,83
370,pera,14775,frutas,,,,,2021-07-24,21,,99
117,telefono,6853,producto tecnologico,26,7,27,0.62,,,,63
325,cerdo congelado,8676,carne congelada,,,,1.62,2021-05-16,,,39
391,choclo en conserva,8087,verdura en conserva,,,,,2021-07-19,,lata,47
324,poleron,6437,ropa,39,24,44,0.93,,,,52
238,reineta,10784,pescado congelado,,,,3.84,2022-04-11,,,38
303,pantalla lisa,14182,pantalla de luz,7,46,33,0.57,,,,21
257,pantalon,12445,ropa,39,15,50,0.46,,,,78
203,marraqueta,6335,pan,,,,,2022-04-09,5,,44
246,pollo,9006,carne,,,,,2021-10-27,7,,24
54,papaya en conserva,6280,fruta en conserva,,,,,2022-04-01,,frasco,0
190,pantalla papel,14669,pantalla de luz,7,15,41,0.36,,,,47
325,cerdo congelado,8676,carne congelada,,,,1.62,2021-05-16,,,66
288,mix de verduras congeladas,6320,verduras congeladas,,,,4.69,2021-09-27,,,76
413,durazno en conserva,12428,fruta en conserva,,,,,2021-09-15,,frasco,9
191,marraqueta,6589,pan,,,,,2022-05-02,17,,58
344,pantalla para colgar,11629,pantalla de luz,9,18,47,0.23,,,,30
34,mix de verduras congeladas,13386,verduras congeladas,,,,4.15,2021-06-30,,,76
48,cerdo,13194,carne,,,,,2022-03-18,18,,67
161,cerdo,13134,carne,,,,,2021-07-27,19,,76
163,carne molida,7134,carne congelada,,,,3.66,2021-09-26,,,85
188,mix de verduras congeladas,13804,verduras congeladas,,,,1.82,2021-05-09,,,72
112,hallulla,11425,pan,,,,,2021-05-16,20,,30
179,teclado,12795,producto tecnologico,46,7,12,0.52,,,,20
333,pantalla lineas,6062,pantalla de luz,16,23,37,0.17,,,,96
131,cerdo congelado,8452,carne congelada,,,,2.73,2022-02-07,,,76
254,kiwi,7974,frutas,,,,,2021-12-29,17,,28
227,arvejas en conserva,13905,verdura en conserva,,,,,2021-09-04,,lata,96
275,pantalla lisa,13875,pantalla de luz,34,42,25,0.77,,,,5
146,poleron,12236,ropa,40,20,9,0.95,,,,69
151,cerdo congelado,13962,carne congelada,,,,2.29,2021-10-26,,,8
372,mouse,9082,producto tecnologico,20,10,12,0.85,,,,43
77,hallulla,14637,pan,,,,,2021-08-24,20,,21
346,porotos congelados,7726,verduras congeladas,,,,2.94,2021-05-29,,,97
52,manzana,7327,frutas,,,,,2021-12-12,19,,97
319,vacuno,13414,carne,,,,,2021-05-21,14,,75
147,arvejas en conserva,10396,verdura en conserva,,,,,2021-10-15,,lata,69
37,cerdo,13208,carne,,,,,2022-03-12,8,,32
275,pantalla lisa,13875,pantalla de luz,34,42,25,0.77,,,,68
405,pavo,7717,carne,,,,,2022-04-06,9,,12
335,pan de molde,7937,pan,,,,,2022-02-12,17,,68
232,mouse,7653,producto tecnologico,33,16,40,0.21,,,,84
305,teclado,9834,producto tecnologico,22,36,34,0.46,,,,93
158,hamburguesa de pollo,10287,hamburguesa,,,,3.71,2021-05-07,,,72
205,lechuga,5224,verduras,,,,,2021-07-19,11,,65
20,cerdo,12012,carne,,,,,2021-12-08,6,,70
371,marraqueta,11380,pan,,,,,2022-04-05,21,,60
121,pan de molde,7108,pan,,,,,2021-06-18,21,,76
262,lenguado,14080,pescado congelado,,,,1.7,2021-07-30,,,9
46,palta,13279,verduras,,,,,2021-09-14,17,,91
410,salmon,12879,pescado congelado,,,,1.4,2021-09-02,,,95
386,carne molida,7866,carne congelada,,,,2.83,2021-09-14,,,4
159,esparragos frasco,13153,verdura en conserva,,,,,2021-06-11,,frasco,40
124,garbanzos en conserva,11677,verdura en conserva,,,,,2021-11-05,,lata,67
1,mix de frutas en conserva,10730,fruta en conserva,,,,,2021-06-07,,caja,93
363,jeans,7348,ropa,38,34,31,0.25,,,,96
282,salmon,11494,pescado congelado,,,,4.67,2021-06-10,,,25
135,arvejas congeladas,9491,verduras congeladas,,,,2.42,2022-02-27,,,11
406,pantalla para colgar,5421,pantalla de luz,9,41,24,0.99,,,,93
248,pantalla para colgar,8944,pantalla de luz,22,6,37,0.47,,,,56
196,reineta,13212,pescado congelado,,,,4.8,2022-04-04,,,67
51,limon,10356,verduras,,,,,2022-01-14,8,,54
391,choclo en conserva,8087,verdura en conserva,,,,,2021-07-19,,lata,72
410,salmon,12879,pescado congelado,,,,1.4,2021-09-02,,,90
273,hallulla,12150,pan,,,,,2021-08-15,23,,20
98,teclado,5890,producto tecnologico,31,5,34,0.76,,,,51
353,pavo congelado,7137,carne congelada,,,,2.29,2021-10-21,,,60
84,pantalla lisa,14987,pantalla de luz,16,20,49,0.83,,,,47
405,pavo,7717,carne,,,,,2022-04-06,9,,45
38,cerdo congelado,5036,carne congelada,,,,2.67,2021-07-11,,,69
337,pantalla lineas,11430,pantalla de luz,25,32,16,0.65,,,,55
313,platano,12727,frutas,,,,,2021-11-23,18,,81
370,pera,14775,frutas,,,,,2021-07-24,21,,4
27,hamburguesa de pollo,13436,hamburguesa,,,,2.03,2021-12-25,,,4
101,mix de verduras congeladas,8253,verduras congeladas,,,,3.95,2021-07-18,,,4
113,hamburguesa de verduras,8820,hamburguesa,,,,1.24,2021-06-12,,,26
356,kiwi,14585,frutas,,,,,2021-06-07,23,,28
81,hamburguesa de vacuno,8644,hamburguesa,,,,4.55,2022-04-16,,,85
40,pantalla lisa,11843,pantalla de luz,18,25,9,0.43,,,,17
15,durazno,13302,frutas,,,,,2021-10-13,10,,68
238,reineta,10784,pescado congelado,,,,3.84,2022-04-11,,,32
396,porotos congelados,8296,verduras congeladas,,,,4.65,2021-08-24,,,46
339,telefono,5181,producto tecnologico,21,23,26,0.3,,,,90
299,arvejas congeladas,7343,verduras congeladas,,,,2.55,2021-12-24,,,2
330,cerdo,7094,carne,,,,,2022-02-28,14,,13
159,esparragos frasco,13153,verdura en conserva,,,,,2021-06-11,,frasco,64
43,telefono,12517,producto tecnologico,38,19,35,0.15,,,,96
170,mix de verduras congeladas,7212,verduras congeladas,,,,4.06,2021-06-20,,,2
402,salmon,6712,pescado congelado,,,,4.51,2022-01-08,,,38
169,hallulla,12245,pan,,,,,2021-05-17,5,,69
395,choclo en conserva,11836,verdura en conserva,,,,,2021-10-05,,frasco,77
62, frutillas en conserva,6958,fruta en conserva,,,,,2022-04-02,,lata,48
95,esparragos frasco,9882,verdura en conserva,,,,,2021-09-09,,lata,21
383,hamburguesa de verduras,9105,hamburguesa,,,,3.79,2021-07-14,,,52
79,teclado,5555,producto tecnologico,26,10,17,0.35,,,,62
232,mouse,7653,producto tecnologico,33,16,40,0.21,,,,75
178,manzana,13975,frutas,,,,,2022-01-02,15,,99
405,pavo,7717,carne,,,,,2022-04-06,9,,28
404,mix de verduras congeladas,14681,verduras congeladas,,,,1.66,2022-01-03,,,76
301,carne molida,6414,carne congelada,,,,4.15,2021-12-30,,,66
181,hamburguesa de verduras,5304,hamburguesa,,,,2.48,2021-06-26,,,88
402,salmon,6712,pescado congelado,,,,4.51,2022-01-08,,,26
189,telefono,13048,producto tecnologico,7,48,21,0.98,,,,93
179,teclado,12795,producto tecnologico,46,7,12,0.52,,,,78
368,limon,12932,verduras,,,,,2021-11-29,6,,31
381,pantalla para colgar,8882,pantalla de luz,41,9,42,0.37,,,,77
395,choclo en conserva,11836,verdura en conserva,,,,,2021-10-05,,frasco,64
412,marraqueta,14464,pan,,,,,2021-11-17,24,,68
410,salmon,12879,pescado congelado,,,,1.4,2021-09-02,,,100
147,arvejas en conserva,10396,verdura en conserva,,,,,2021-10-15,,lata,58
24,teclado,9510,producto tecnologico,27,46,24,0.44,,,,42
357,mouse,14549,producto tecnologico,26,50,42,0.66,,,,61
408,garbanzos en conserva,12008,verdura en conserva,,,,,2022-02-11,,frasco,33
224,camiseta,12133,ropa,7,38,23,0.41,,,,14
248,pantalla para colgar,8944,pantalla de luz,22,6,37,0.47,,,,82
239,merlusa,8602,pescado congelado,,,,1.0,2022-03-10,,,72
157,hamburguesa de pollo,14465,hamburguesa,,,,2.41,2021-09-28,,,99
66,vacuno congelado,12014,carne congelada,,,,1.35,2021-11-12,,,79
321,esparragos frasco,9752,verdura en conserva,,,,,2021-06-24,,lata,83
1,mix de frutas en conserva,10730,fruta en conserva,,,,,2021-06-07,,caja,76
114,reineta,9430,pescado congelado,,,,2.29,2021-12-14,,,71
102,televisor,5303,producto tecnologico,33,12,50,0.17,,,,69
403,vestido,11750,ropa,41,36,14,0.61,,,,53
172,polera,11996,ropa,44,10,39,0.7,,,,55
240,salmon,7427,pescado congelado,,,,2.06,2021-05-31,,,41
228, frutillas en conserva,13599,fruta en conserva,,,,,2022-04-12,,lata,29
0,merlusa,8706,pescado congelado,,,,4.82,2021-08-28,,,33
178,manzana,13975,frutas,,,,,2022-01-02,15,,83
348,mouse,14046,producto tecnologico,18,14,42,0.29,,,,45
192,telefono,12648,producto tecnologico,23,6,6,0.41,,,,100
364,mouse,11097,producto tecnologico,8,45,46,0.18,,,,76
58,hamburguesa de vacuno,5337,hamburguesa,,,,3.84,2022-01-06,,,96
236,mouse,11941,producto tecnologico,42,8,38,0.94,,,,52
171,mix de frutas en conserva,8658,fruta en conserva,,,,,2022-02-04,,caja,97
171,mix de frutas en conserva,8658,fruta en conserva,,,,,2022-02-04,,caja,48
377,telefono,14256,producto tecnologico,35,5,12,0.82,,,,9
165,camiseta,10613,ropa,35,31,31,0.29,,,,94
139,hamburguesa de quinoa,13665,hamburguesa,,,,4.61,2021-09-27,,,77
150,salmon,6044,pescado congelado,,,,3.53,2022-04-17,,,91
223,reineta,8439,pescado congelado,,,,3.19,2021-08-14,,,90
39,merlusa,10053,pescado congelado,,,,4.86,2021-10-05,,,8
229,merlusa,8380,pescado congelado,,,,4.96,2021-07-12,,,97
297,pantalla para colgar,6596,pantalla de luz,20,13,44,0.51,,,,89
236,mouse,11941,producto tecnologico,42,8,38,0.94,,,,94
113,hamburguesa de verduras,8820,hamburguesa,,,,1.24,2021-06-12,,,94
179,teclado,12795,producto tecnologico,46,7,12,0.52,,,,89
49,televisor,11837,producto tecnologico,9,36,33,0.39,,,,47
172,polera,11996,ropa,44,10,39,0.7,,,,19
260,limon,10707,verduras,,,,,2022-04-19,19,,18
293,vacuno congelado,7891,carne congelada,,,,1.44,2021-12-03,,,62
29,limon,13395,verduras,,,,,2021-08-02,9,,54
307,marraqueta,10434,pan,,,,,2022-01-11,20,,12
213,calcetin,14881,ropa,12,26,9,0.37,,,,53
28,cerdo,12064,carne,,,,,2021-05-11,6,,37
32,pantalla para colgar,6200,pantalla de luz,47,45,32,0.19,,,,83
393,televisor,8016,producto tecnologico,22,19,47,0.32,,,,8
334,pantalla lineas,9860,pantalla de luz,40,14,10,0.98,,,,54
114,reineta,9430,pescado congelado,,,,2.29,2021-12-14,,,80
296,salmon,9495,pescado congelado,,,,1.02,2022-03-04,,,92
58,hamburguesa de vacuno,5337,hamburguesa,,,,3.84,2022-01-06,,,8
338,mix de frutas en conserva,10464,fruta en conserva,,,,,2021-10-26,,frasco,49
409,pantalla lineas,12158,pantalla de luz,24,27,14,0.92,,,,44
36,lenguado,12514,pescado congelado,,,,4.0,2021-11-06,,,13
134,jeans,10305,ropa,47,11,36,0.72,,,,3
260,limon,10707,verduras,,,,,2022-04-19,19,,7
83, frutillas en conserva,12139,fruta en conserva,,,,,2021-05-23,,caja,93
378,televisor,10657,producto tecnologico,26,45,5,0.13,,,,25
330,cerdo,7094,carne,,,,,2022-02-28,14,,68
33, frutillas en conserva,9530,fruta en conserva,,,,,2021-09-14,,caja,43
242,marraqueta,6667,pan,,,,,2022-02-10,13,,99
159,esparragos frasco,13153,verdura en conserva,,,,,2021-06-11,,frasco,95
148,palta,9424,verduras,,,,,2021-06-22,17,,91
231,jeans,13914,ropa,35,15,10,0.92,,,,95
283,telefono,12515,producto tecnologico,15,19,38,0.71,,,,46
354,pollo congelado,8252,carne congelada,,,,2.98,2021-06-17,,,2
236,mouse,11941,producto tecnologico,42,8,38,0.94,,,,82
33, frutillas en conserva,9530,fruta en conserva,,,,,2021-09-14,,caja,34
325,cerdo congelado,8676,carne congelada,,,,1.62,2021-05-16,,,13
326,esparragos frasco,14352,verdura en conserva,,,,,2021-08-16,,lata,72
265,telefono,6947,producto tecnologico,9,40,30,0.89,,,,56
84,pantalla lisa,14987,pantalla de luz,16,20,49,0.83,,,,71
261,palta,13207,verduras,,,,,2021-08-17,11,,51
16,hamburguesa de quinoa,5914,hamburguesa,,,,2.2,2021-12-10,,,25
179,teclado,12795,producto tecnologico,46,7,12,0.52,,,,36
200,hamburguesa de verduras,5681,hamburguesa,,,,4.37,2022-02-03,,,86
263,pantalla papel,14631,pantalla de luz,8,8,33,0.31,,,,77
207, frutillas en conserva,6563,fruta en conserva,,,,,2021-05-11,,lata,37
172,polera,11996,ropa,44,10,39,0.7,,,,31
388,hamburguesa de vacuno,8376,hamburguesa,,,,1.73,2021-10-11,,,82
234,brocoli,10802,verduras,,,,,2022-01-06,5,,7
340,pantalla para colgar,5107,pantalla de luz,48,27,39,0.29,,,,66
330,cerdo,7094,carne,,,,,2022-02-28,14,,81
139,hamburguesa de quinoa,13665,hamburguesa,,,,4.61,2021-09-27,,,93
60,pantalla para colgar,8436,pantalla de luz,6,24,5,0.6,,,,11
10,reineta,10545,pescado congelado,,,,2.87,2022-02-22,,,44
210,pantalla lisa,7658,pantalla de luz,46,8,14,0.35,,,,7
316,vacuno,13806,carne,,,,,2022-04-03,12,,15
292,vacuno congelado,12122,carne congelada,,,,1.41,2021-05-20,,,2
60,pantalla para colgar,8436,pantalla de luz,6,24,5,0.6,,,,45
62, frutillas en conserva,6958,fruta en conserva,,,,,2022-04-02,,lata,15
363,jeans,7348,ropa,38,34,31,0.25,,,,83
28,cerdo,12064,carne,,,,,2021-05-11,6,,35
300,durazno en conserva,5467,fruta en conserva,,,,,2022-02-18,,caja,12
99,arvejas congeladas,12265,verduras congeladas,,,,1.51,2021-05-29,,,20
156,hallulla,11210,pan,,,,,2021-08-15,6,,43
236,mouse,11941,producto tecnologico,42,8,38,0.94,,,,0
289,salmon,14016,pescado congelado,,,,2.18,2022-01-12,,,72
26,manzana,7438,frutas,,,,,2021-10-02,17,,38
52,manzana,7327,frutas,,,,,2021-12-12,19,,49
277,limon,7442,verduras,,,,,2021-05-15,19,,28
230,pantalla para colgar,5925,pantalla de luz,8,41,12,0.9,,,,3
152,lenguado,13791,pescado congelado,,,,4.9,2022-04-27,,,56
214,cerdo,6063,carne,,,,,2022-03-24,15,,59
248,pantalla para colgar,8944,pantalla de luz,22,6,37,0.47,,,,56
242,marraqueta,6667,pan,,,,,2022-02-10,13,,28
360,pantalla papel,11751,pantalla de luz,37,41,20,0.71,,,,16
319,vacuno,13414,carne,,,,,2021-05-21,14,,49
253,platano,14191,frutas,,,,,2021-05-29,12,,32
109,brocoli,7370,verduras,,,,,2021-12-21,21,,67
366,pantalla papel,8830,pantalla de luz,45,47,16,0.92,,,,37
332,pantalla lisa,7833,pantalla de luz,6,6,7,0.64,,,,46
362,pavo congelado,12446,carne congelada,,,,4.92,2022-01-03,,,57
396,porotos congelados,8296,verduras congeladas,,,,4.65,2021-08-24,,,16
6,marraqueta,7830,pan,,,,,2021-08-21,22,,11
332,pantalla lisa,7833,pantalla de luz,6,6,7,0.64,,,,68
2,pantalla lisa,5609,pantalla de luz,26,20,22,0.32,,,,61
11,papaya en conserva,7060,fruta en conserva,,,,,2022-02-04,,lata,2
85,salmon,9211,pescado congelado,,,,4.93,2021-11-09,,,3
325,cerdo congelado,8676,carne congelada,,,,1.62,2021-05-16,,,24
391,choclo en conserva,8087,verdura en conserva,,,,,2021-07-19,,lata,16
22,televisor,5912,producto tecnologico,43,22,30,0.41,,,,96
109,brocoli,7370,verduras,,,,,2021-12-21,21,,53
110,pantalla papel,9914,pantalla de luz,38,48,20,0.25,,,,35
194,hallulla,9444,pan,,,,,2021-11-03,15,,55
